start_preprocess,e_preprocess,end_preprocess,start_infer,e_infer,end_infer,start_postprocess,e_postprocess,end_postprocess,execution_time,cycle_time,frame_rate
242486.47,10.20,242496.67,242496.67,524.02,243020.69,243020.69,0.01,243020.69,534.22,534.40,1.87
243020.70,10.13,243030.83,243030.83,524.23,243555.06,243555.06,0.01,243555.06,534.37,534.23,1.87
243555.07,10.20,243565.27,243565.27,524.93,244090.20,244090.20,0.01,244090.21,535.14,534.37,1.87
244090.22,10.19,244100.41,244100.41,524.16,244624.57,244624.57,0.01,244624.58,534.36,535.15,1.87
244624.58,10.23,244634.81,244634.81,524.08,245158.90,245158.90,0.01,245158.90,534.32,534.37,1.87
245158.91,10.22,245169.13,245169.13,524.50,245693.63,245693.63,0.01,245693.64,534.73,534.33,1.87
245693.64,10.21,245703.85,245703.85,524.40,246228.25,246228.25,0.01,246228.26,534.62,534.73,1.87
246228.27,10.16,246238.42,246238.42,524.38,246762.80,246762.80,0.01,246762.81,534.54,534.63,1.87
246762.82,10.27,246773.09,246773.09,524.02,247297.11,247297.11,0.01,247297.12,534.30,534.55,1.87
247297.12,10.29,247307.41,247307.41,524.22,247831.63,247831.63,0.01,247831.63,534.51,534.31,1.87
247831.64,10.19,247841.83,247841.83,523.86,248365.69,248365.69,0.01,248365.70,534.06,534.52,1.87
248365.70,10.27,248375.97,248375.97,524.24,248900.21,248900.21,0.01,248900.22,534.52,534.06,1.87
248900.23,10.21,248910.44,248910.44,524.47,249434.90,249434.90,0.01,249434.91,534.68,534.52,1.87
249434.92,10.22,249445.13,249445.14,524.50,249969.64,249969.64,0.01,249969.64,534.73,534.69,1.87
249969.65,10.24,249979.88,249979.89,524.45,250504.34,250504.34,0.01,250504.34,534.69,534.73,1.87
250504.35,10.19,250514.54,250514.54,524.21,251038.75,251038.75,0.01,251038.76,534.41,534.70,1.87
251038.77,10.18,251048.95,251048.95,524.51,251573.46,251573.46,0.01,251573.47,534.70,534.42,1.87
251573.47,10.22,251583.69,251583.69,524.46,252108.15,252108.15,0.01,252108.15,534.68,534.71,1.87
252108.16,10.14,252118.30,252118.30,523.80,252642.10,252642.10,0.01,252642.11,533.95,534.69,1.87
252642.11,10.22,252652.33,252652.33,524.09,253176.42,253176.42,0.01,253176.43,534.32,533.95,1.87
253176.44,10.15,253186.59,253186.59,524.32,253710.91,253710.91,0.01,253710.91,534.48,534.32,1.87
253710.92,10.22,253721.14,253721.14,524.22,254245.36,254245.36,0.01,254245.36,534.44,534.48,1.87
254245.37,10.15,254255.52,254255.52,524.44,254779.96,254779.96,0.01,254779.97,534.60,534.45,1.87
254779.97,10.31,254790.28,254790.28,524.24,255314.52,255314.52,0.01,255314.52,534.55,534.60,1.87
255314.53,10.20,255324.73,255324.73,524.47,255849.20,255849.20,0.01,255849.21,534.68,534.56,1.87
255849.22,10.27,255859.49,255859.49,524.08,256383.56,256383.56,0.01,256383.57,534.36,534.69,1.87
256383.58,10.20,256393.78,256393.78,524.25,256918.03,256918.03,0.01,256918.04,534.46,534.36,1.87
256918.05,10.20,256928.24,256928.24,524.39,257452.64,257452.64,0.01,257452.64,534.60,534.47,1.87
257452.65,10.17,257462.82,257462.82,524.43,257987.25,257987.25,0.01,257987.25,534.60,534.60,1.87
257987.26,10.29,257997.55,257997.55,523.88,258521.44,258521.44,0.01,258521.44,534.18,534.61,1.87
258521.45,10.26,258531.71,258531.71,524.29,259055.99,259055.99,0.02,259056.01,534.56,534.19,1.87
259056.02,10.14,259066.15,259066.15,523.91,259590.07,259590.07,0.01,259590.07,534.06,534.57,1.87
259590.08,10.21,259600.28,259600.28,523.93,260124.22,260124.22,0.01,260124.22,534.15,534.06,1.87
260124.23,10.15,260134.38,260134.38,524.13,260658.51,260658.51,0.01,260658.51,534.28,534.15,1.87
260658.52,10.19,260668.71,260668.71,524.09,261192.80,261192.80,0.01,261192.81,534.29,534.29,1.87
261192.81,10.15,261202.96,261202.96,524.17,261727.12,261727.12,0.01,261727.13,534.32,534.29,1.87
261727.14,10.18,261737.31,261737.31,524.34,262261.66,262261.66,0.01,262261.66,534.53,534.32,1.87
262261.69,10.22,262271.91,262271.91,524.22,262796.13,262796.13,0.01,262796.14,534.45,534.55,1.87
262796.15,10.15,262806.29,262806.29,524.38,263330.67,263330.67,0.01,263330.68,534.53,534.46,1.87
263330.69,10.23,263340.91,263340.91,523.94,263864.85,263864.85,0.01,263864.86,534.17,534.54,1.87
263864.86,10.17,263875.04,263875.04,524.12,264399.15,264399.15,0.01,264399.16,534.30,534.18,1.87
264399.17,10.28,264409.45,264409.45,524.00,264933.45,264933.45,0.01,264933.46,534.29,534.30,1.87
264933.46,10.24,264943.70,264943.70,524.14,265467.85,265467.85,0.01,265467.85,534.39,534.30,1.87
265467.86,10.19,265478.05,265478.05,524.07,266002.11,266002.11,0.01,266002.12,534.26,534.39,1.87
266002.12,10.20,266012.32,266012.32,524.11,266536.43,266536.43,0.01,266536.44,534.31,534.26,1.87
266536.44,10.23,266546.67,266546.67,524.04,267070.72,267070.72,0.01,267070.72,534.28,534.32,1.87
267070.73,10.15,267080.88,267080.88,523.55,267604.43,267604.43,0.01,267604.44,533.71,534.29,1.87
267604.44,10.15,267614.59,267614.59,524.25,268138.84,268138.84,0.01,268138.85,534.41,533.71,1.87
268138.86,10.20,268149.06,268149.06,524.11,268673.17,268673.17,0.01,268673.18,534.32,534.41,1.87
268673.18,10.17,268683.35,268683.35,524.16,269207.51,269207.51,0.01,269207.52,534.33,534.33,1.87
269207.52,10.24,269217.77,269217.77,524.37,269742.14,269742.14,0.01,269742.14,534.62,534.34,1.87
269742.15,10.27,269752.42,269752.42,524.29,270276.71,270276.71,0.01,270276.71,534.57,534.62,1.87
270276.72,10.24,270286.96,270286.96,524.56,270811.52,270811.52,0.01,270811.53,534.80,534.57,1.87
270811.53,10.27,270821.80,270821.80,523.92,271345.72,271345.72,0.01,271345.73,534.20,534.81,1.87
271345.73,10.21,271355.94,271355.94,523.66,271879.60,271879.60,0.01,271879.61,533.88,534.20,1.87
271879.61,10.23,271889.85,271889.85,523.92,272413.77,272413.77,0.01,272413.78,534.16,533.88,1.87
272413.78,10.26,272424.05,272424.05,524.36,272948.40,272948.40,0.01,272948.41,534.63,534.17,1.87
272948.42,10.14,272958.56,272958.56,524.16,273482.72,273482.72,0.01,273482.72,534.31,534.63,1.87
273482.73,10.21,273492.94,273492.94,524.43,274017.37,274017.37,0.01,274017.38,534.65,534.31,1.87
274017.38,10.27,274027.66,274027.66,524.16,274551.82,274551.82,0.01,274551.83,534.44,534.65,1.87
274551.83,10.22,274562.05,274562.05,523.81,275085.86,275085.86,0.01,275085.87,534.04,534.45,1.87
275085.89,10.18,275096.07,275096.07,524.22,275620.28,275620.28,0.01,275620.29,534.40,534.06,1.87
275620.30,10.26,275630.55,275630.55,524.03,276154.58,276154.58,0.01,276154.59,534.29,534.41,1.87
276154.59,10.23,276164.82,276164.82,524.05,276688.88,276688.88,0.01,276688.88,534.29,534.30,1.87
276688.89,10.24,276699.12,276699.12,524.48,277223.61,277223.61,0.01,277223.61,534.73,534.30,1.87
277223.62,10.20,277233.82,277233.82,523.98,277757.80,277757.80,0.01,277757.80,534.18,534.73,1.87
277757.81,10.19,277768.00,277768.00,524.06,278292.06,278292.06,0.01,278292.07,534.26,534.19,1.87
278292.07,10.22,278302.30,278302.30,524.26,278826.55,278826.55,0.01,278826.56,534.48,534.26,1.87
278826.56,10.23,278836.79,278836.79,524.03,279360.83,279360.83,0.01,279360.83,534.27,534.49,1.87
279360.84,10.22,279371.06,279371.06,524.74,279895.80,279895.80,0.01,279895.81,534.97,534.28,1.87
279895.82,10.22,279906.03,279906.03,523.92,280429.95,280429.95,0.01,280429.96,534.14,534.98,1.87
280429.96,10.21,280440.18,280440.18,524.06,280964.23,280964.23,0.01,280964.24,534.28,534.15,1.87
280964.25,10.16,280974.40,280974.40,524.22,281498.62,281498.62,0.01,281498.63,534.38,534.28,1.87
281498.63,10.21,281508.85,281508.85,523.91,282032.76,282032.76,0.01,282032.76,534.13,534.39,1.87
282032.77,10.17,282042.94,282042.94,524.30,282567.24,282567.24,0.01,282567.25,534.48,534.14,1.87
282567.25,10.20,282577.45,282577.45,524.30,283101.76,283101.76,0.01,283101.76,534.51,534.48,1.87
283101.77,10.29,283112.06,283112.06,524.05,283636.11,283636.11,0.01,283636.12,534.35,534.52,1.87
283636.12,10.18,283646.30,283646.30,523.75,284170.05,284170.05,0.01,284170.05,533.93,534.35,1.87
284170.06,10.23,284180.29,284180.29,524.20,284704.49,284704.49,0.01,284704.50,534.44,533.94,1.87
284704.50,10.24,284714.74,284714.74,524.33,285239.07,285239.07,0.01,285239.08,534.58,534.44,1.87
285239.08,10.26,285249.34,285249.34,524.16,285773.50,285773.50,0.01,285773.51,534.43,534.58,1.87
285773.52,10.21,285783.73,285783.73,524.13,286307.86,286307.86,0.01,286307.87,534.35,534.43,1.87
286307.87,10.17,286318.04,286318.04,524.18,286842.22,286842.22,0.01,286842.23,534.36,534.36,1.87
286842.23,10.19,286852.43,286852.43,523.79,287376.22,287376.22,0.01,287376.22,533.99,534.36,1.87
287376.23,10.22,287386.45,287386.45,524.42,287910.87,287910.87,0.01,287910.88,534.65,533.99,1.87
287910.90,10.17,287921.07,287921.07,524.00,288445.07,288445.07,0.01,288445.08,534.18,534.68,1.87
288445.09,10.19,288455.28,288455.28,523.73,288979.01,288979.01,0.01,288979.01,533.93,534.18,1.87
288979.02,10.22,288989.24,288989.24,524.23,289513.47,289513.47,0.01,289513.48,534.46,533.93,1.87
289513.48,10.28,289523.76,289523.76,523.93,290047.69,290047.69,0.01,290047.70,534.21,534.46,1.87
290047.70,10.18,290057.88,290057.88,524.05,290581.93,290581.93,0.01,290581.94,534.24,534.22,1.87
290581.95,10.16,290592.11,290592.11,523.94,291116.05,291116.05,0.01,291116.06,534.11,534.24,1.87
291116.06,10.20,291126.26,291126.26,524.06,291650.32,291650.32,0.01,291650.33,534.27,534.11,1.87
291650.33,10.26,291660.59,291660.59,523.83,292184.42,292184.42,0.01,292184.43,534.09,534.27,1.87
292184.43,10.16,292194.60,292194.60,524.29,292718.89,292718.89,0.01,292718.89,534.46,534.10,1.87
292718.90,10.18,292729.08,292729.08,523.98,293253.06,293253.06,0.01,293253.07,534.17,534.47,1.87
293253.07,10.20,293263.27,293263.27,523.94,293787.21,293787.21,0.01,293787.21,534.14,534.17,1.87
293787.22,10.22,293797.44,293797.44,519.28,294316.72,294316.72,0.01,294316.73,529.51,534.15,1.87
294316.73,9.92,294326.65,294326.65,507.53,294834.18,294834.18,0.01,294834.19,517.46,529.51,1.89
294834.20,10.25,294844.45,294844.45,523.53,295367.98,295367.98,0.01,295367.98,533.79,517.46,1.93
295367.99,10.18,295378.17,295378.17,524.22,295902.40,295902.40,0.01,295902.40,534.41,533.79,1.87
295902.41,10.25,295912.66,295912.66,523.72,296436.38,296436.38,0.01,296436.39,533.98,534.42,1.87
296436.40,10.18,296446.58,296446.58,524.56,296971.14,296971.14,0.01,296971.14,534.75,533.99,1.87
296971.15,10.19,296981.34,296981.34,524.29,297505.63,297505.63,0.01,297505.64,534.49,534.75,1.87
297505.64,10.24,297515.88,297515.88,523.99,298039.87,298039.87,0.01,298039.88,534.23,534.49,1.87
298039.88,10.18,298050.07,298050.07,524.19,298574.26,298574.26,0.01,298574.27,534.38,534.24,1.87
298574.27,10.19,298584.47,298584.47,524.10,299108.57,299108.57,0.01,299108.58,534.30,534.39,1.87
299108.58,10.17,299118.76,299118.76,524.10,299642.86,299642.86,0.01,299642.86,534.28,534.31,1.87
299642.87,10.23,299653.10,299653.10,523.88,300176.98,300176.98,0.01,300176.98,534.11,534.29,1.87
300176.99,10.21,300187.20,300187.20,523.93,300711.12,300711.12,0.03,300711.15,534.16,534.12,1.87
300711.15,10.19,300721.34,300721.34,524.14,301245.48,301245.48,0.01,301245.49,534.34,534.16,1.87
301245.50,10.16,301255.65,301255.65,524.17,301779.82,301779.82,0.01,301779.83,534.33,534.34,1.87
301779.83,10.26,301790.09,301790.09,523.53,302313.62,302313.62,0.01,302313.63,533.79,534.34,1.87
302313.63,10.20,302323.83,302323.83,523.99,302847.82,302847.82,0.01,302847.83,534.19,533.80,1.87
302847.83,10.20,302858.03,302858.03,524.13,303382.16,303382.16,0.01,303382.17,534.34,534.20,1.87
303382.18,10.30,303392.48,303392.48,524.19,303916.66,303916.66,0.01,303916.67,534.49,534.34,1.87
303916.68,10.16,303926.83,303926.83,524.53,304451.37,304451.37,0.01,304451.37,534.70,534.50,1.87
304451.38,10.16,304461.54,304461.54,524.24,304985.78,304985.78,0.01,304985.79,534.41,534.70,1.87
304985.79,10.27,304996.06,304996.06,523.78,305519.84,305519.84,0.01,305519.85,534.06,534.41,1.87
305519.85,10.19,305530.04,305530.04,524.11,306054.15,306054.15,0.01,306054.15,534.30,534.06,1.87
306054.16,10.20,306064.36,306064.36,524.28,306588.63,306588.63,0.01,306588.64,534.48,534.31,1.87
306588.65,10.15,306598.79,306598.79,523.97,307122.76,307122.76,0.01,307122.77,534.12,534.49,1.87
307122.78,10.19,307132.97,307132.97,524.13,307657.10,307657.10,0.01,307657.10,534.33,534.13,1.87
307657.11,10.14,307667.25,307667.25,523.70,308190.95,308190.95,0.01,308190.96,533.85,534.33,1.87
308190.96,10.16,308201.12,308201.12,524.23,308725.35,308725.35,0.01,308725.36,534.39,533.85,1.87
308725.36,10.20,308735.56,308735.56,524.06,309259.63,309259.63,0.01,309259.63,534.27,534.40,1.87
309259.64,10.23,309269.87,309269.87,524.21,309794.08,309794.08,0.01,309794.09,534.45,534.28,1.87
309794.09,10.20,309804.29,309804.29,524.34,310328.63,310328.63,0.01,310328.63,534.54,534.45,1.87
310328.64,10.16,310338.80,310338.80,524.43,310863.23,310863.23,0.01,310863.24,534.60,534.55,1.87
310863.24,10.25,310873.49,310873.49,524.44,311397.93,311397.93,0.01,311397.93,534.69,534.61,1.87
311397.94,10.25,311408.19,311408.19,524.22,311932.42,311932.42,0.01,311932.42,534.48,534.70,1.87
311932.43,10.24,311942.66,311942.66,524.30,312466.96,312466.96,0.01,312466.97,534.54,534.49,1.87
312466.97,10.17,312477.14,312477.14,524.13,313001.27,313001.27,0.01,313001.27,534.30,534.54,1.87
313001.28,10.27,313011.55,313011.55,524.23,313535.78,313535.80,0.01,313535.81,534.53,534.31,1.87
313535.81,10.20,313546.01,313546.01,524.24,314070.25,314070.25,0.01,314070.26,534.44,534.53,1.87
314070.26,10.26,314080.52,314080.53,524.05,314604.58,314604.58,0.01,314604.58,534.32,534.45,1.87
314604.59,10.23,314614.82,314614.82,524.29,315139.11,315139.11,0.01,315139.12,534.53,534.33,1.87
315139.12,10.26,315149.39,315149.39,524.31,315673.70,315673.70,0.01,315673.71,534.58,534.54,1.87
315673.71,10.17,315683.88,315683.88,523.94,316207.83,316207.83,0.01,316207.83,534.12,534.59,1.87
316207.84,10.21,316218.06,316218.06,523.89,316741.95,316741.95,0.01,316741.96,534.12,534.13,1.87
316741.96,10.22,316752.18,316752.18,524.08,317276.26,317276.26,0.01,317276.27,534.30,534.12,1.87
317276.27,10.23,317286.51,317286.51,524.26,317810.77,317810.77,0.01,317810.77,534.50,534.31,1.87
317810.78,10.19,317820.97,317820.97,524.35,318345.31,318345.31,0.01,318345.32,534.54,534.50,1.87
318345.33,10.18,318355.50,318355.50,524.11,318879.61,318879.61,0.01,318879.62,534.29,534.55,1.87
318879.62,10.21,318889.83,318889.83,524.26,319414.09,319414.10,0.01,319414.10,534.48,534.30,1.87
319414.11,10.21,319424.32,319424.32,524.24,319948.56,319948.56,0.01,319948.57,534.46,534.49,1.87
319948.58,10.18,319958.75,319958.75,524.30,320483.06,320483.06,0.01,320483.07,534.49,534.47,1.87
320483.07,10.21,320493.29,320493.29,524.59,321017.87,321017.88,0.01,321017.88,534.81,534.50,1.87
321017.89,10.24,321028.13,321028.13,524.40,321552.53,321552.53,0.01,321552.54,534.65,534.81,1.87
321552.55,10.22,321562.77,321562.77,524.14,322086.91,322086.91,0.01,322086.92,534.37,534.66,1.87
322086.92,10.20,322097.12,322097.12,524.12,322621.24,322621.24,0.01,322621.25,534.33,534.38,1.87
322621.26,10.24,322631.50,322631.50,524.19,323155.68,323155.69,0.01,323155.69,534.44,534.33,1.87
323155.70,10.19,323165.89,323165.89,523.87,323689.76,323689.76,0.01,323689.77,534.07,534.44,1.87
323689.77,10.19,323699.96,323699.96,524.23,324224.19,324224.19,0.01,324224.20,534.42,534.07,1.87
324224.20,10.15,324234.36,324234.36,524.46,324758.82,324758.82,0.01,324758.83,534.62,534.43,1.87
324758.83,10.22,324769.05,324769.05,526.12,325295.17,325295.17,0.01,325295.18,536.35,534.63,1.87
325295.18,10.23,325305.42,325305.42,524.41,325829.82,325829.82,0.01,325829.83,534.65,536.35,1.86
325829.84,10.19,325840.03,325840.03,524.08,326364.11,326364.12,0.01,326364.13,534.30,534.65,1.87
326364.14,10.35,326374.49,326374.49,524.23,326898.72,326898.72,0.01,326898.73,534.59,534.30,1.87
326898.74,10.25,326908.99,326908.99,523.92,327432.91,327432.91,0.01,327432.92,534.18,534.60,1.87
327432.92,10.19,327443.11,327443.11,524.18,327967.29,327967.29,0.01,327967.29,534.37,534.19,1.87
327967.30,10.28,327977.58,327977.58,523.97,328501.55,328501.55,0.01,328501.55,534.25,534.38,1.87
328501.56,10.19,328511.75,328511.75,524.21,329035.96,329035.96,0.01,329035.97,534.41,534.26,1.87
329035.97,10.19,329046.16,329046.16,524.07,329570.23,329570.23,0.01,329570.24,534.26,534.42,1.87
329570.24,10.24,329580.48,329580.48,524.03,330104.51,330104.51,0.01,330104.51,534.27,534.27,1.87
330104.52,10.21,330114.73,330114.73,524.40,330639.13,330639.13,0.01,330639.13,534.61,534.28,1.87
330639.14,10.26,330649.40,330649.40,524.27,331173.66,331173.66,0.01,331173.67,534.53,534.62,1.87
331173.68,10.18,331183.86,331183.86,524.16,331708.02,331708.02,0.01,331708.03,534.35,534.54,1.87
331708.04,10.17,331718.20,331718.20,524.56,332242.77,332242.77,0.01,332242.77,534.74,534.36,1.87
332242.78,10.20,332252.99,332252.99,524.40,332777.38,332777.38,0.01,332777.39,534.61,534.75,1.87
332777.40,10.19,332787.59,332787.59,524.09,333311.68,333311.68,0.01,333311.69,534.29,534.62,1.87
333311.69,10.25,333321.94,333321.94,524.21,333846.15,333846.15,0.01,333846.16,534.47,534.30,1.87
333846.17,10.29,333856.46,333856.46,523.92,334380.38,334380.38,0.01,334380.38,534.22,534.47,1.87
334380.39,10.17,334390.56,334390.56,524.32,334914.88,334914.88,0.01,334914.89,534.50,534.22,1.87
334914.89,10.21,334925.10,334925.10,524.00,335449.10,335449.10,0.01,335449.11,534.21,534.50,1.87
335449.11,10.25,335459.36,335459.36,524.35,335983.71,335983.71,0.01,335983.72,534.61,534.22,1.87
335983.72,10.20,335993.92,335993.92,524.06,336517.98,336517.98,0.01,336517.99,534.26,534.61,1.87
336517.99,10.21,336528.20,336528.20,524.00,337052.21,337052.21,0.01,337052.21,534.22,534.27,1.87
337052.22,10.16,337062.37,337062.37,524.23,337586.60,337586.60,0.01,337586.61,534.39,534.23,1.87
337586.61,10.25,337596.86,337596.86,524.62,338121.48,338121.48,0.01,338121.49,534.87,534.40,1.87
338121.49,10.17,338131.67,338131.67,524.17,338655.84,338655.84,0.01,338655.84,534.35,534.88,1.87
338655.85,10.22,338666.07,338666.07,524.31,339190.38,339190.38,0.01,339190.38,534.53,534.36,1.87
339190.39,10.27,339200.65,339200.65,524.09,339724.75,339724.75,0.01,339724.75,534.36,534.54,1.87
339724.76,10.17,339734.93,339734.93,523.98,340258.91,340258.91,0.01,340258.91,534.15,534.37,1.87
340258.92,10.21,340269.13,340269.13,524.76,340793.89,340793.89,0.01,340793.90,534.98,534.16,1.87
340793.90,10.20,340804.11,340804.11,524.12,341328.23,341328.23,0.01,341328.24,534.33,534.98,1.87
341328.24,10.17,341338.42,341338.42,524.57,341862.99,341862.99,0.01,341863.00,534.75,534.34,1.87
341863.00,10.22,341873.22,341873.22,523.86,342397.08,342397.08,0.01,342397.09,534.09,534.76,1.87
342397.09,10.22,342407.31,342407.31,524.24,342931.56,342931.56,0.01,342931.56,534.47,534.09,1.87
342931.57,10.22,342941.79,342941.79,524.10,343465.90,343465.90,0.01,343465.90,534.33,534.47,1.87
343465.91,10.16,343476.07,343476.07,524.31,344000.38,344000.38,0.01,344000.39,534.48,534.34,1.87
344000.39,10.15,344010.54,344010.55,524.45,344534.99,344534.99,0.01,344535.00,534.61,534.48,1.87
344535.00,10.28,344545.28,344545.29,523.98,345069.27,345069.27,0.01,345069.28,534.27,534.61,1.87
345069.28,10.16,345079.44,345079.44,524.18,345603.62,345603.62,0.01,345603.63,534.35,534.28,1.87
345603.64,10.22,345613.86,345613.86,523.97,346137.83,346137.83,0.01,346137.84,534.20,534.36,1.87
346137.85,10.23,346148.08,346148.08,523.88,346671.96,346671.96,0.01,346671.97,534.12,534.21,1.87
346671.97,10.22,346682.20,346682.20,519.20,347201.40,347201.40,0.01,347201.41,529.44,534.13,1.87
347201.41,9.91,347211.33,347211.33,509.15,347720.48,347720.48,0.01,347720.49,519.07,529.44,1.89
347720.49,10.18,347730.67,347730.67,519.74,348250.41,348250.41,0.01,348250.42,529.93,519.08,1.93
348250.42,9.90,348260.32,348260.32,507.41,348767.73,348767.73,0.01,348767.74,517.32,529.93,1.89
348767.75,10.15,348777.90,348777.90,518.63,349296.53,349296.53,0.01,349296.53,528.79,517.32,1.93
349296.54,9.94,349306.48,349306.48,507.39,349813.87,349813.87,0.01,349813.88,517.34,528.79,1.89
349813.89,10.28,349824.17,349824.17,517.02,350341.19,350341.19,0.01,350341.20,527.31,517.35,1.93
350341.21,9.98,350351.18,350351.18,509.82,350861.01,350861.01,0.01,350861.01,519.81,527.32,1.90
350861.02,10.23,350871.24,350871.24,515.63,351386.88,351386.88,0.01,351386.88,525.86,519.81,1.92
351386.89,9.98,351396.87,351396.88,511.22,351908.10,351908.10,0.01,351908.11,521.22,525.87,1.90
351908.11,10.25,351918.37,351918.37,513.59,352431.96,352431.96,0.01,352431.96,523.85,521.23,1.92
352431.97,9.90,352441.87,352441.87,513.03,352954.90,352954.90,0.01,352954.91,522.94,523.85,1.91
352954.91,10.18,352965.09,352965.09,510.33,353475.42,353475.42,0.01,353475.42,520.51,522.94,1.91
353475.43,9.99,353485.42,353485.42,515.14,354000.56,354000.56,0.01,354000.57,525.14,520.52,1.92
354000.57,10.16,354010.73,354010.73,508.09,354518.83,354518.83,0.01,354518.83,518.26,525.14,1.90
354518.84,9.94,354528.77,354528.77,516.27,355045.05,355045.05,0.01,355045.05,526.22,518.26,1.93
355045.06,10.11,355055.17,355055.17,505.40,355560.57,355560.57,0.01,355560.58,515.52,526.22,1.90
355560.58,9.95,355570.53,355570.53,517.45,356087.99,356087.99,0.01,356087.99,527.41,515.52,1.94
356088.00,9.95,356097.95,356097.95,504.76,356602.71,356602.71,0.01,356602.72,514.72,527.42,1.90
356602.72,9.94,356612.66,356612.66,517.62,357130.28,357130.28,0.01,357130.29,527.57,514.72,1.94
357130.29,9.94,357140.23,357140.23,504.92,357645.15,357645.15,0.01,357645.16,514.87,527.57,1.90
357645.16,9.88,357655.04,357655.04,524.15,358179.19,358179.19,0.01,358179.19,534.03,514.87,1.94
358179.20,10.25,358189.45,358189.45,524.08,358713.53,358713.53,0.01,358713.53,534.33,534.04,1.87
358713.54,10.20,358723.74,358723.74,523.82,359247.56,359247.56,0.01,359247.57,534.03,534.34,1.87
359247.57,10.22,359257.79,359257.79,524.17,359781.97,359781.97,0.01,359781.97,534.40,534.03,1.87
359781.98,10.20,359792.18,359792.18,524.33,360316.52,360316.52,0.01,360316.52,534.54,534.41,1.87
360316.53,10.20,360326.73,360326.73,524.19,360850.92,360850.92,0.01,360850.92,534.40,534.55,1.87
360850.93,10.22,360861.15,360861.15,524.57,361385.72,361385.72,0.01,361385.73,534.80,534.40,1.87
361385.74,10.17,361395.91,361395.91,523.77,361919.68,361919.68,0.01,361919.68,533.94,534.81,1.87
361919.69,10.17,361929.85,361929.85,524.28,362454.13,362454.13,0.01,362454.14,534.45,533.95,1.87
362454.15,10.23,362464.38,362464.38,524.10,362988.48,362988.48,0.01,362988.49,534.34,534.46,1.87
362988.49,10.14,362998.64,362998.64,524.16,363522.79,363522.79,0.01,363522.80,534.31,534.35,1.87
363522.80,10.20,363533.01,363533.01,524.31,364057.31,364057.31,0.01,364057.32,534.52,534.31,1.87
364057.33,10.26,364067.59,364067.61,524.36,364591.97,364591.97,0.01,364591.98,534.65,534.52,1.87
364591.98,10.17,364602.15,364602.16,524.22,365126.37,365126.37,0.01,365126.38,534.40,534.66,1.87
365126.39,10.23,365136.62,365136.62,523.64,365660.26,365660.26,0.01,365660.26,533.87,534.41,1.87
365660.27,10.15,365670.42,365670.42,523.99,366194.42,366194.42,0.01,366194.42,534.16,533.88,1.87
366194.43,10.28,366204.71,366204.71,524.14,366728.85,366728.85,0.01,366728.86,534.43,534.16,1.87
366728.87,10.17,366739.03,366739.03,525.02,367264.05,367264.05,0.01,367264.06,535.19,534.44,1.87
367264.06,10.13,367274.19,367274.19,523.90,367798.09,367798.09,0.01,367798.10,534.03,535.20,1.87
367798.10,10.20,367808.30,367808.31,524.27,368332.57,368332.57,0.01,368332.58,534.47,534.04,1.87
