start_preprocess,e_preprocess,end_preprocess,start_infer,e_infer,end_infer,start_postprocess,e_postprocess,end_postprocess,execution_time,cycle_time,frame_rate
188476.68,9.75,188486.43,188486.43,18.60,188505.02,188505.02,0.01,188505.03,28.35,28.31,35.32
188505.03,9.77,188514.81,188514.81,18.53,188533.33,188533.33,0.01,188533.34,28.31,28.36,35.26
188533.34,9.81,188543.15,188543.15,18.35,188561.50,188561.50,0.01,188561.51,28.16,28.31,35.32
188561.51,9.75,188571.26,188571.26,18.30,188589.56,188589.56,0.01,188589.57,28.06,28.17,35.50
188589.57,9.79,188599.36,188599.36,18.43,188617.79,188617.79,0.01,188617.80,28.23,28.06,35.64
188617.80,9.76,188627.56,188627.56,18.34,188645.90,188645.90,0.01,188645.91,28.11,28.23,35.42
188645.91,9.77,188655.68,188655.68,18.40,188674.08,188674.08,0.01,188674.09,28.18,28.11,35.58
188674.09,9.81,188683.90,188683.90,18.44,188702.35,188702.35,0.01,188702.36,28.26,28.18,35.48
188702.36,9.77,188712.13,188712.13,18.31,188730.44,188730.44,0.01,188730.45,28.09,28.27,35.38
188730.45,9.84,188740.29,188740.29,18.33,188758.62,188758.62,0.01,188758.63,28.18,28.10,35.59
188758.63,9.78,188768.41,188768.41,18.34,188786.75,188786.75,0.01,188786.76,28.12,28.18,35.49
188786.76,9.85,188796.61,188796.61,18.35,188814.95,188814.95,0.01,188814.96,28.20,28.13,35.55
188814.96,9.77,188824.73,188824.73,18.46,188843.19,188843.19,0.01,188843.20,28.23,28.20,35.46
188843.20,9.81,188853.01,188853.01,18.51,188871.51,188871.51,0.01,188871.52,28.32,28.24,35.42
188871.52,9.77,188881.29,188881.29,18.35,188899.65,188899.65,0.01,188899.66,28.13,28.32,35.31
188899.66,9.78,188909.44,188909.44,18.32,188927.76,188927.76,0.01,188927.77,28.11,28.14,35.54
188927.77,9.76,188937.54,188937.54,18.34,188955.88,188955.88,0.01,188955.89,28.12,28.11,35.57
188955.89,9.75,188965.64,188965.64,18.35,188983.99,188983.99,0.01,188984.00,28.11,28.12,35.56
188984.01,9.75,188993.76,188993.76,18.39,189012.15,189012.15,0.01,189012.16,28.15,28.12,35.57
189012.16,9.74,189021.90,189021.90,18.39,189040.29,189040.29,0.01,189040.29,28.14,28.15,35.52
189040.30,9.77,189050.07,189050.07,18.37,189068.44,189068.44,0.01,189068.45,28.15,28.14,35.54
189068.45,9.79,189078.25,189078.25,18.41,189096.65,189096.65,0.01,189096.66,28.21,28.16,35.52
189096.66,9.82,189106.49,189106.49,18.38,189124.86,189124.86,0.01,189124.87,28.21,28.21,35.45
189124.87,9.75,189134.62,189134.62,18.34,189152.96,189152.96,0.01,189152.97,28.10,28.21,35.45
189152.97,9.83,189162.81,189162.81,18.43,189181.23,189181.23,0.01,189181.24,28.27,28.10,35.59
189181.24,9.82,189191.06,189191.06,18.40,189209.46,189209.46,0.01,189209.47,28.23,28.27,35.38
189209.47,9.75,189219.22,189219.22,18.32,189237.53,189237.53,0.01,189237.54,28.07,28.23,35.42
189237.55,9.83,189247.38,189247.38,18.31,189265.70,189265.70,0.01,189265.70,28.15,28.08,35.61
189265.71,9.84,189275.55,189275.55,18.36,189293.91,189293.91,0.01,189293.92,28.22,28.15,35.52
189293.92,9.83,189303.75,189303.75,18.33,189322.09,189322.09,0.01,189322.10,28.17,28.22,35.44
189322.10,9.73,189331.83,189331.83,18.41,189350.24,189350.24,0.01,189350.24,28.15,28.17,35.49
189350.24,9.77,189360.02,189360.02,18.40,189378.41,189378.41,0.01,189378.42,28.18,28.15,35.53
189378.42,9.77,189388.20,189388.20,18.33,189406.52,189406.52,0.01,189406.53,28.11,28.18,35.49
189406.53,9.83,189416.36,189416.36,18.32,189434.68,189434.68,0.01,189434.69,28.15,28.11,35.57
189434.69,9.84,189444.53,189444.53,18.45,189462.98,189462.98,0.01,189462.99,28.30,28.16,35.52
189462.99,9.76,189472.75,189472.75,18.37,189491.12,189491.12,0.01,189491.13,28.13,28.30,35.33
189491.13,9.80,189500.93,189500.93,18.43,189519.35,189519.35,0.01,189519.36,28.23,28.14,35.54
189519.36,9.79,189529.16,189529.16,18.54,189547.69,189547.69,0.01,189547.70,28.34,28.23,35.42
189547.70,9.74,189557.45,189557.45,18.33,189575.77,189575.77,0.01,189575.78,28.08,28.34,35.28
189575.78,9.76,189585.54,189585.54,18.37,189603.91,189603.91,0.01,189603.92,28.13,28.08,35.61
189603.92,9.82,189613.74,189613.74,18.35,189632.10,189632.10,0.01,189632.10,28.18,28.13,35.54
189632.11,9.79,189641.90,189641.90,18.33,189660.23,189660.23,0.01,189660.24,28.13,28.19,35.48
189660.24,9.77,189670.00,189670.00,18.43,189688.43,189688.43,0.01,189688.44,28.21,28.13,35.55
189688.45,9.80,189698.24,189698.24,18.50,189716.74,189716.74,0.01,189716.75,28.30,28.21,35.45
189716.75,9.83,189726.58,189726.58,18.33,189744.91,189744.91,0.01,189744.92,28.17,28.30,35.33
189744.92,9.78,189754.71,189754.71,18.39,189773.10,189773.10,0.01,189773.10,28.18,28.17,35.49
189773.11,9.85,189782.96,189782.96,18.34,189801.29,189801.30,0.01,189801.30,28.20,28.18,35.49
189801.30,9.77,189811.07,189811.07,18.35,189829.42,189829.42,0.01,189829.43,28.12,28.20,35.46
189829.43,9.77,189839.20,189839.20,18.44,189857.64,189857.64,0.01,189857.64,28.21,28.12,35.56
189857.64,9.81,189867.45,189867.45,18.55,189886.00,189886.00,0.01,189886.01,28.37,28.22,35.44
189886.01,9.78,189895.79,189895.79,18.34,189914.12,189914.12,0.01,189914.13,28.12,28.37,35.25
189914.15,9.79,189923.94,189923.94,18.35,189942.29,189942.29,0.01,189942.30,28.15,28.13,35.54
189942.30,9.84,189952.14,189952.14,18.33,189970.47,189970.47,0.01,189970.48,28.17,28.16,35.52
189970.48,9.78,189980.25,189980.25,18.34,189998.59,189998.59,0.01,189998.60,28.12,28.18,35.49
189998.60,9.74,190008.35,190008.35,18.44,190026.79,190026.79,0.01,190026.80,28.20,28.12,35.56
190026.80,9.82,190036.62,190036.62,18.41,190055.03,190055.03,0.01,190055.04,28.24,28.20,35.46
190055.04,9.79,190064.83,190064.83,18.37,190083.19,190083.19,0.01,190083.20,28.16,28.24,35.41
190083.20,9.78,190092.98,190092.98,18.44,190111.42,190111.42,0.01,190111.43,28.22,28.17,35.50
190111.43,9.82,190121.25,190121.25,18.32,190139.57,190139.57,0.01,190139.57,28.14,28.23,35.43
190139.58,9.79,190149.36,190149.36,18.36,190167.73,190167.73,0.01,190167.74,28.16,28.15,35.53
190167.74,9.82,190177.56,190177.56,18.42,190195.98,190195.98,0.01,190195.99,28.25,28.16,35.51
190195.99,9.76,190205.75,190205.75,18.41,190224.16,190224.16,0.01,190224.17,28.18,28.25,35.40
190224.17,9.81,190233.98,190233.98,18.38,190252.35,190252.35,0.01,190252.36,28.19,28.18,35.49
190252.36,9.77,190262.14,190262.14,18.47,190280.61,190280.61,0.01,190280.61,28.25,28.19,35.47
190280.62,9.74,190290.36,190290.36,18.33,190308.69,190308.69,0.01,190308.69,28.08,28.25,35.39
190308.70,9.84,190318.53,190318.53,18.36,190336.89,190336.89,0.01,190336.90,28.20,28.08,35.61
190336.90,9.76,190346.66,190346.66,18.59,190365.25,190365.25,0.01,190365.26,28.36,28.21,35.45
190365.26,9.81,190375.08,190375.08,18.58,190393.66,190393.66,0.01,190393.66,28.40,28.36,35.26
190393.67,9.75,190403.42,190403.42,18.47,190421.89,190421.89,0.01,190421.90,28.23,28.40,35.21
190421.90,9.76,190431.66,190431.66,18.32,190449.98,190449.98,0.01,190449.99,28.09,28.23,35.42
190449.99,9.76,190459.75,190459.75,18.37,190478.12,190478.12,0.01,190478.13,28.13,28.09,35.60
190478.13,9.75,190487.88,190487.88,18.32,190506.20,190506.20,0.01,190506.21,28.08,28.14,35.54
190506.21,9.74,190515.95,190515.95,18.44,190534.40,190534.40,0.01,190534.40,28.20,28.08,35.61
190534.41,9.83,190544.24,190544.24,18.39,190562.63,190562.63,0.01,190562.63,28.23,28.20,35.46
190562.64,9.77,190572.41,190572.41,18.32,190590.73,190590.73,0.01,190590.74,28.10,28.23,35.42
190590.75,9.78,190600.53,190600.53,18.36,190618.89,190618.89,0.01,190618.90,28.15,28.11,35.57
190618.90,9.77,190628.67,190628.67,18.33,190647.00,190647.00,0.01,190647.01,28.11,28.15,35.52
190647.01,9.76,190656.77,190656.77,18.34,190675.11,190675.11,0.01,190675.12,28.11,28.11,35.57
190675.12,9.80,190684.91,190684.91,18.38,190703.30,190703.30,0.01,190703.30,28.19,28.11,35.57
190703.31,9.82,190713.13,190713.13,18.39,190731.52,190731.52,0.01,190731.52,28.22,28.19,35.48
190731.53,9.74,190741.27,190741.27,18.36,190759.63,190759.63,0.01,190759.63,28.11,28.22,35.44
190759.64,9.79,190769.42,190769.42,18.35,190787.77,190787.77,0.01,190787.78,28.14,28.11,35.57
190787.78,9.74,190797.52,190797.52,18.47,190815.99,190815.99,0.02,190816.01,28.23,28.14,35.53
190816.01,9.75,190825.77,190825.77,18.40,190844.17,190844.17,0.01,190844.18,28.17,28.23,35.42
190844.18,9.82,190854.00,190854.00,18.41,190872.41,190872.41,0.01,190872.41,28.23,28.17,35.50
190872.41,9.81,190882.22,190882.22,18.43,190900.65,190900.65,0.01,190900.66,28.24,28.23,35.42
190900.66,9.79,190910.45,190910.45,18.36,190928.81,190928.81,0.01,190928.82,28.16,28.24,35.40
190928.82,9.78,190938.60,190938.61,18.36,190956.96,190956.96,0.01,190956.97,28.15,28.16,35.51
190956.97,9.85,190966.83,190966.83,18.35,190985.18,190985.18,0.01,190985.19,28.21,28.15,35.52
190985.19,9.84,190995.03,190995.03,18.34,191013.38,191013.38,0.01,191013.39,28.20,28.22,35.44
191013.39,9.74,191023.12,191023.12,18.42,191041.54,191041.54,0.01,191041.55,28.16,28.20,35.46
191041.55,9.84,191051.39,191051.39,18.44,191069.82,191069.82,0.01,191069.83,28.28,28.16,35.51
191069.83,9.81,191079.65,191079.65,18.33,191097.97,191097.97,0.01,191097.98,28.15,28.28,35.36
191097.98,9.78,191107.76,191107.76,18.33,191126.08,191126.08,0.01,191126.09,28.11,28.15,35.53
191126.09,9.82,191135.91,191135.91,18.35,191154.26,191154.26,0.01,191154.27,28.17,28.11,35.57
191154.27,9.76,191164.03,191164.03,18.35,191182.37,191182.37,0.01,191182.38,28.11,28.18,35.49
191182.38,9.82,191192.21,191192.21,18.44,191210.65,191210.65,0.01,191210.65,28.27,28.12,35.57
191210.65,9.85,191220.50,191220.50,18.40,191238.90,191238.90,0.01,191238.91,28.25,28.27,35.37
191238.91,9.81,191248.72,191248.72,18.42,191267.14,191267.14,0.02,191267.16,28.25,28.26,35.39
191267.16,9.84,191277.01,191277.01,18.47,191295.47,191295.47,0.01,191295.48,28.32,28.25,35.40
191295.48,9.77,191305.26,191305.26,18.33,191323.59,191323.59,0.01,191323.60,28.11,28.32,35.31
191323.60,9.84,191333.44,191333.44,18.35,191351.79,191351.79,0.01,191351.79,28.19,28.11,35.57
191351.79,9.76,191361.56,191361.56,18.41,191379.96,191379.96,0.01,191379.97,28.18,28.20,35.47
191379.97,9.77,191389.74,191389.74,18.42,191408.16,191408.16,0.01,191408.17,28.19,28.18,35.49
191408.17,9.81,191417.98,191417.98,18.35,191436.33,191436.33,0.01,191436.34,28.17,28.20,35.46
191436.34,9.75,191446.08,191446.08,18.39,191464.47,191464.47,0.01,191464.48,28.14,28.17,35.50
191464.48,9.82,191474.30,191474.30,18.33,191492.63,191492.63,0.01,191492.64,28.15,28.15,35.53
191492.64,9.77,191502.41,191502.41,18.38,191520.79,191520.79,0.01,191520.80,28.16,28.15,35.52
191520.80,9.81,191530.61,191530.61,18.47,191549.08,191549.08,0.01,191549.09,28.29,28.16,35.51
191549.09,9.82,191558.91,191558.91,18.59,191577.50,191577.50,0.01,191577.51,28.42,28.29,35.34
191577.51,9.82,191587.33,191587.33,18.33,191605.66,191605.66,0.01,191605.67,28.16,28.42,35.19
191605.68,9.75,191615.43,191615.43,18.35,191633.77,191633.77,0.01,191633.78,28.10,28.16,35.51
191633.78,9.83,191643.61,191643.61,18.32,191661.93,191661.93,0.01,191661.94,28.16,28.10,35.58
191661.94,9.75,191671.69,191671.69,18.35,191690.04,191690.04,0.01,191690.05,28.11,28.16,35.51
191690.05,9.75,191699.80,191699.80,18.41,191718.21,191718.21,0.01,191718.21,28.16,28.11,35.57
191718.21,9.76,191727.97,191727.97,18.44,191746.42,191746.42,0.01,191746.42,28.21,28.17,35.50
191746.43,9.82,191756.25,191756.25,18.35,191774.60,191774.60,0.01,191774.60,28.18,28.21,35.45
191774.61,9.83,191784.44,191784.44,18.45,191802.89,191802.89,0.01,191802.90,28.29,28.18,35.49
191802.90,9.85,191812.75,191812.75,18.35,191831.10,191831.10,0.01,191831.11,28.21,28.29,35.34
191831.11,9.81,191840.92,191840.92,18.38,191859.30,191859.30,0.01,191859.31,28.20,28.21,35.45
191859.31,9.79,191869.10,191869.10,18.43,191887.53,191887.53,0.01,191887.54,28.22,28.20,35.46
191887.54,9.81,191897.35,191897.35,18.42,191915.77,191915.77,0.01,191915.78,28.24,28.23,35.43
191915.78,9.76,191925.54,191925.54,18.33,191943.87,191943.88,0.01,191943.89,28.11,28.24,35.41
191943.89,9.76,191953.65,191953.65,18.35,191971.99,191972.00,0.01,191972.01,28.12,28.11,35.58
191972.01,9.75,191981.76,191981.76,18.31,192000.07,192000.07,0.01,192000.08,28.07,28.12,35.56
192000.08,9.77,192009.85,192009.85,18.49,192028.33,192028.34,0.01,192028.34,28.26,28.07,35.62
192028.34,9.74,192038.08,192038.08,18.44,192056.52,192056.52,0.01,192056.53,28.19,28.26,35.38
192056.53,9.77,192066.30,192066.30,18.45,192084.76,192084.76,0.01,192084.76,28.23,28.19,35.47
192084.77,9.80,192094.56,192094.56,18.33,192112.90,192112.90,0.01,192112.90,28.14,28.23,35.42
192112.91,9.83,192122.73,192122.73,18.32,192141.06,192141.06,0.01,192141.07,28.16,28.14,35.54
192141.07,9.74,192150.81,192150.81,18.46,192169.27,192169.27,0.01,192169.28,28.21,28.16,35.51
192169.28,9.77,192179.05,192179.05,18.38,192197.43,192197.43,0.01,192197.43,28.15,28.21,35.45
192197.44,9.78,192207.21,192207.21,18.42,192225.64,192225.64,0.01,192225.64,28.21,28.16,35.52
192225.65,9.76,192235.41,192235.41,18.41,192253.82,192253.82,0.01,192253.83,28.18,28.21,35.45
192253.83,9.80,192263.63,192263.63,18.33,192281.95,192281.95,0.01,192281.96,28.13,28.18,35.48
192281.96,9.83,192291.80,192291.80,18.31,192310.11,192310.11,0.01,192310.12,28.15,28.13,35.54
192310.12,9.76,192319.88,192319.88,18.34,192338.22,192338.22,0.01,192338.23,28.11,28.15,35.52
192338.23,9.75,192347.98,192347.98,18.47,192366.45,192366.45,0.01,192366.45,28.22,28.11,35.58
192366.45,9.82,192376.27,192376.27,18.41,192394.68,192394.68,0.01,192394.69,28.23,28.23,35.43
192394.69,9.81,192404.50,192404.50,18.43,192422.93,192422.93,0.01,192422.94,28.25,28.24,35.41
192422.94,9.75,192432.70,192432.70,18.45,192451.15,192451.15,0.01,192451.15,28.21,28.25,35.40
192451.15,9.80,192460.96,192460.96,18.41,192479.36,192479.36,0.01,192479.37,28.21,28.21,35.44
192479.37,9.77,192489.14,192489.14,18.47,192507.60,192507.60,0.01,192507.61,28.24,28.22,35.44
192507.61,9.75,192517.36,192517.36,18.37,192535.73,192535.73,0.01,192535.74,28.13,28.24,35.41
192535.74,9.77,192545.52,192545.52,18.51,192564.03,192564.03,0.01,192564.04,28.30,28.13,35.55
192564.04,9.75,192573.79,192573.79,18.49,192592.29,192592.29,0.01,192592.29,28.25,28.30,35.34
192592.30,9.81,192602.11,192602.11,18.37,192620.48,192620.49,0.01,192620.50,28.20,28.26,35.39
192620.50,9.75,192630.25,192630.25,18.37,192648.62,192648.62,0.01,192648.63,28.13,28.20,35.46
192648.63,9.76,192658.40,192658.40,18.37,192676.77,192676.77,0.01,192676.78,28.14,28.13,35.54
192676.78,9.76,192686.54,192686.54,18.37,192704.91,192704.91,0.01,192704.92,28.14,28.15,35.53
192704.92,9.76,192714.68,192714.68,18.41,192733.09,192733.09,0.01,192733.10,28.18,28.14,35.54
192733.10,9.77,192742.87,192742.87,18.44,192761.30,192761.30,0.01,192761.31,28.21,28.18,35.49
192761.31,9.80,192771.11,192771.11,18.39,192789.51,192789.51,0.01,192789.51,28.20,28.22,35.44
192789.52,9.80,192799.31,192799.31,18.50,192817.82,192817.82,0.01,192817.82,28.30,28.20,35.46
192817.83,9.86,192827.69,192827.69,18.46,192846.15,192846.15,0.01,192846.16,28.34,28.31,35.33
192846.16,9.81,192855.97,192855.97,18.35,192874.32,192874.32,0.01,192874.33,28.16,28.34,35.29
192874.33,9.81,192884.14,192884.14,18.39,192902.53,192902.53,0.01,192902.54,28.21,28.17,35.50
192902.54,9.81,192912.35,192912.35,18.39,192930.74,192930.74,0.01,192930.74,28.20,28.21,35.45
192930.75,9.75,192940.50,192940.50,18.31,192958.81,192958.81,0.01,192958.82,28.07,28.21,35.45
192958.82,9.81,192968.63,192968.63,18.39,192987.02,192987.02,0.01,192987.02,28.20,28.08,35.62
192987.03,9.82,192996.85,192996.85,19.46,193016.31,193016.31,0.01,193016.32,29.29,28.21,35.45
193016.32,9.77,193026.09,193026.09,18.46,193044.55,193044.55,0.01,193044.56,28.24,29.29,34.14
193044.56,9.73,193054.29,193054.29,18.44,193072.73,193072.73,0.01,193072.74,28.18,28.24,35.42
193072.74,9.86,193082.60,193082.60,18.44,193101.04,193101.04,0.01,193101.05,28.31,28.18,35.49
193101.05,9.83,193110.88,193110.88,18.35,193129.22,193129.22,0.01,193129.23,28.18,28.31,35.32
193129.23,9.73,193138.96,193138.96,18.39,193157.35,193157.35,0.01,193157.36,28.13,28.18,35.48
193157.36,9.88,193167.24,193167.24,18.76,193186.00,193186.00,0.01,193186.00,28.64,28.13,35.55
193186.01,9.85,193195.86,193195.86,18.38,193214.23,193214.23,0.01,193214.24,28.24,28.64,34.91
193214.25,9.82,193224.06,193224.06,18.38,193242.45,193242.45,0.01,193242.45,28.21,28.24,35.41
193242.45,9.79,193252.24,193252.24,18.34,193270.59,193270.59,0.01,193270.59,28.14,28.21,35.45
193270.60,9.82,193280.42,193280.42,18.35,193298.77,193298.77,0.01,193298.77,28.18,28.14,35.54
193298.78,9.83,193308.61,193308.61,18.43,193327.04,193327.04,0.01,193327.04,28.27,28.18,35.49
193327.04,9.82,193336.87,193336.87,18.30,193355.17,193355.17,0.01,193355.18,28.14,28.27,35.37
193355.18,9.82,193365.01,193365.01,18.29,193383.30,193383.30,0.01,193383.31,28.13,28.14,35.54
193383.31,9.80,193393.11,193393.11,18.35,193411.46,193411.46,0.01,193411.47,28.16,28.13,35.55
193411.47,9.78,193421.25,193421.25,18.38,193439.63,193439.63,0.01,193439.64,28.17,28.16,35.51
193439.64,9.82,193449.46,193449.46,18.32,193467.78,193467.78,0.01,193467.79,28.14,28.17,35.50
193467.79,9.77,193477.55,193477.55,18.33,193495.89,193495.89,0.01,193495.89,28.11,28.15,35.53
193495.90,9.79,193505.68,193505.68,18.34,193524.02,193524.02,0.01,193524.03,28.13,28.11,35.58
193524.03,9.79,193533.82,193533.82,18.35,193552.18,193552.18,0.01,193552.18,28.15,28.13,35.54
193552.18,9.81,193561.99,193561.99,18.40,193580.39,193580.39,0.01,193580.40,28.21,28.15,35.52
193580.40,9.78,193590.18,193590.18,18.38,193608.57,193608.57,0.01,193608.57,28.18,28.21,35.44
193608.58,9.83,193618.40,193618.40,18.32,193636.73,193636.73,0.01,193636.74,28.16,28.18,35.49
193636.74,9.86,193646.60,193646.60,18.31,193664.91,193664.91,0.01,193664.92,28.18,28.16,35.51
193664.92,9.78,193674.70,193674.70,18.31,193693.01,193693.01,0.01,193693.02,28.10,28.18,35.48
193693.02,9.84,193702.86,193702.86,18.33,193721.19,193721.19,0.01,193721.20,28.17,28.10,35.58
193721.20,9.86,193731.06,193731.06,18.37,193749.43,193749.43,0.01,193749.44,28.24,28.18,35.49
193749.44,9.85,193759.29,193759.29,18.39,193777.68,193777.68,0.01,193777.69,28.25,28.24,35.41
193777.69,9.76,193787.45,193787.45,18.33,193805.78,193805.78,0.01,193805.79,28.10,28.25,35.40
193805.79,9.79,193815.57,193815.57,18.30,193833.87,193833.87,0.01,193833.88,28.09,28.10,35.59
193833.88,9.76,193843.65,193843.65,18.29,193861.93,193861.93,0.01,193861.94,28.06,28.09,35.60
193861.94,9.82,193871.76,193871.76,18.30,193890.07,193890.07,0.01,193890.08,28.13,28.06,35.64
193890.08,9.78,193899.86,193899.86,18.42,193918.28,193918.28,0.01,193918.29,28.21,28.14,35.54
193918.29,9.86,193928.16,193928.16,18.35,193946.50,193946.50,0.01,193946.51,28.22,28.21,35.44
193946.51,9.77,193956.28,193956.29,18.34,193974.63,193974.63,0.01,193974.64,28.12,28.22,35.44
193974.64,9.84,193984.48,193984.48,18.32,194002.80,194002.80,0.01,194002.80,28.16,28.13,35.55
194002.81,9.83,194012.64,194012.64,18.32,194030.95,194030.95,0.01,194030.96,28.15,28.17,35.50
194030.96,9.75,194040.71,194040.71,18.34,194059.05,194059.05,0.01,194059.06,28.10,28.16,35.52
194059.06,9.85,194068.91,194068.91,18.39,194087.30,194087.30,0.01,194087.31,28.25,28.10,35.59
194087.31,9.79,194097.10,194097.10,18.33,194115.43,194115.43,0.01,194115.43,28.12,28.25,35.40
194115.44,9.82,194125.25,194125.25,18.35,194143.61,194143.61,0.01,194143.61,28.18,28.12,35.56
194143.61,9.78,194153.39,194153.39,18.31,194171.71,194171.71,0.01,194171.71,28.10,28.18,35.49
194171.72,9.78,194181.50,194181.50,18.32,194199.82,194199.82,0.01,194199.83,28.11,28.10,35.59
194199.83,9.86,194209.69,194209.69,18.36,194228.05,194228.05,0.01,194228.05,28.22,28.11,35.57
194228.06,9.77,194237.83,194237.83,18.40,194256.23,194256.23,0.01,194256.24,28.18,28.23,35.43
194256.24,9.76,194266.00,194266.00,18.41,194284.41,194284.41,0.01,194284.42,28.18,28.18,35.48
194284.42,9.79,194294.21,194294.21,18.31,194312.52,194312.52,0.01,194312.52,28.10,28.18,35.48
194312.53,9.79,194322.32,194322.32,18.36,194340.68,194340.68,0.01,194340.69,28.16,28.10,35.58
194340.69,9.81,194350.50,194350.50,18.34,194368.84,194368.84,0.01,194368.84,28.15,28.16,35.51
194368.85,9.76,194378.61,194378.61,18.31,194396.92,194396.92,0.01,194396.93,28.08,28.16,35.51
194396.93,9.79,194406.72,194406.72,18.48,194425.21,194425.21,0.01,194425.21,28.28,28.09,35.61
194425.22,9.84,194435.06,194435.06,18.39,194453.45,194453.45,0.01,194453.46,28.25,28.28,35.36
194453.47,9.84,194463.30,194463.30,18.33,194481.63,194481.63,0.01,194481.64,28.17,28.25,35.40
194481.64,9.87,194491.51,194491.51,18.34,194509.85,194509.85,0.01,194509.86,28.22,28.17,35.49
194509.86,9.83,194519.69,194519.69,18.34,194538.03,194538.03,0.01,194538.04,28.19,28.22,35.44
194538.05,9.76,194547.81,194547.81,18.32,194566.13,194566.13,0.01,194566.14,28.09,28.19,35.48
194566.14,9.84,194575.98,194575.98,18.50,194594.49,194594.49,0.01,194594.49,28.36,28.09,35.60
194594.49,9.88,194604.37,194604.37,18.37,194622.74,194622.74,0.01,194622.75,28.26,28.36,35.26
194622.76,9.78,194632.53,194632.55,18.31,194650.86,194650.86,0.01,194650.87,28.11,28.26,35.38
194650.87,9.78,194660.65,194660.65,18.33,194678.98,194678.98,0.01,194678.99,28.12,28.11,35.57
194678.99,9.79,194688.78,194688.78,18.29,194707.07,194707.07,0.01,194707.08,28.09,28.12,35.56
194707.08,9.84,194716.92,194716.92,18.35,194735.27,194735.27,0.01,194735.27,28.20,28.09,35.60
194735.28,9.79,194745.06,194745.06,19.73,194764.79,194764.79,0.01,194764.80,29.52,28.20,35.46
194764.80,9.95,194774.75,194774.75,20.72,194795.47,194795.47,0.01,194795.48,30.68,29.52,33.87
194795.48,9.90,194805.38,194805.38,19.13,194824.51,194824.51,0.01,194824.52,29.04,30.68,32.59
194824.52,9.87,194834.40,194834.40,18.88,194853.27,194853.27,0.01,194853.28,28.76,29.04,34.43
